1408528771.462968,8518172115842732383,32010000020000080000f0000001000101e0
1408528771.466695,1490182110993046429,320300000200000800000000f0000001000100f0
1408528771.46686,2213595786107166325,320700000300000800080001120411440100ff09000401320004
1408528771.472818,828967682061023618,320700000300000c0034000112081284010100000000ff090030013200040028000100040001000000010002000000005656bc04a3d51400097202000000000000000000000000000000
1408528771.473227,2213595786107166325,320700000400000800080001120411440100ff09000400000000
1408528771.479672,6288381865423939917,320700000400000c00da000112081284010102010000ff0900d6000000000002007000000f000002001101110f11001201120f120013011300140f1400150115001701170f17001801180f1800190f19001a0f1a001b0f1b001c011c0f1c00210a210f21022200230f2300240124042405240025012502250f25013101320232003601360f36003701370f370038013802380f380139003a0f3a007401740f7405910a910c910d910092029206920f92009401940294069407940f94009501950f9506960c960c970d97019a029a0f9a0c9b009c019c029c039c0f9c00a001a00fa000b100b200b300b401b502b503b5
1408528771.479947,8584754210672453698,320700000500000c00040001120812440101000000000a000000
1408528771.484173,2213595786107166325,320700000600000800080001120411440100ff09000401110001
1408528771.490805,5707768617047577974,320700000600000c0028000112081284010100000000ff09002401110001001c0001000136455337203135312d38414230312d304142302000c000030001
1408528771.491248,6957900656322122052,3207000007000008000400011204114701000a000000
1408528771.495774,3448418053221771730,320700000700000c000e000112081287010100000000ff09000a00191408201159439124
1408528771.546792,2213595786107166325,320700000800000800080001120411440100ff09000401320008
1408528771.551793,9196244960732554144,320700000800000c0034000112081284010100000000ff090030013200080028000100080000000000000000000000000000000000000000140820115943967400000000000000000000
1408528771.554583,2213595786107166325,320700000900000800080001120411440100ff090004011c0002
1408528771.558816,4302172537430761643,320700000900000c002e000112081284010100000000ff09002a011c0002002200010002494d3135312d3820504e2f445020435055000000000000000000000000000000
1408528772.53811,6957900656322122052,320700000a000008000400011204114701000a000000
1408528772.540794,3448418053221771730,320700000a00000c000e000112081287010100000000ff09000a00191408201159449574
1408528773.553128,6957900656322122052,320700000b000008000400011204114701000a000000
1408528773.555797,3448418053221771730,320700000b00000c000e000112081287010100000000ff09000a00191408201159459724
1408528773.860475,3214570933610324598,320700000c000008000e0001120411470200ff09000a00191408201159330400
1408528773.862837,8584754210672453698,320700000c00000c00040001120812870201000000000a000000
1408528773.863963,6957900656322122052,320700000d000008000400011204114701000a000000
1408528773.8678,3448418053221771730,320700000d00000c000e000112081287010100000000ff09000a00191408201159330454
1408528774.566177,6957900656322122052,320700000e000008000400011204114701000a000000
1408528774.568815,3448418053221771730,320700000e00000c000e000112081287010100000000ff09000a00191408201159337464
