8965529258200619911,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 512]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'BYTES']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Echo_Response']"
5538856897111979860,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 16, 16, 16, 16, 16, 16, 256, 64]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'UINT16', 'UINT16', 'UINT16', 'UINT16', 'INT16', 'UINT16', 'STRING', 'UINT64']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Hue', 'Saturation', 'Brightness', 'Kelvin', 'Reserved', 'State_Device_Power_Level', 'State_Label', 'Reserved']"
271296355055464934,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 16]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'BYTES']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Data']"
6773038540474459742,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 32, 32, 32, 16]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'FLOAT', 'UINT32', 'UINT32', 'INT16']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Signal', 'Bytes_Transmitted', 'Bytes_Received', 'Reserved']"
4410912187731755289,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 32]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'BYTES']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Data']"
7118522819153853071,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 8, 32]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'UINT8', 'UINT32']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Service', 'Port']"
6129950359836858874,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3']"
8656265559299859848,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 32, 32, 32]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'UINT32', 'UINT32', 'UINT32']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Vendor_ID', 'Product_ID', 'Hardware_Version']"
6912778753939180058,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 64, 64, 32]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'UINT64', 'UINT64', 'UINT32']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Build', 'Reserved', 'Version']"
2972292343949530500,"[16, 16, 32, 48, 16, 48, 8, 8, 64, 16, 16, 448]","['UINT16', 'UINT8', 'UINT32', 'ETHER', 'UNKNOWN', 'STRING', 'BOOL', 'UINT8', 'UINT64', 'UINT16', 'UINT16', 'BYTES']","['Packet_Size', 'Origin', 'Source', 'Target', 'UNKNOWN', 'Reserved1', 'ack_required', 'Sequence', 'Reserved2', 'Type', 'Reserved3', 'Data']"
